,uuid: 0,class
590,589f207b-f06f-4c02-8f99-66b6efe366fc,Farm
591,58d89d51-506a-47c4-aa9e-d39c1688ac35,Farm
592,58f3ffe7-9b86-46aa-ab9d-078c6b69579d,Farm
593,590d3eb0-16f9-4fb5-bc13-ce60ed803dbb,Field
594,596d6aab-2a69-4071-9f95-57e0169ab0e2,Field
595,59705653-aa75-4a2d-8c1c-724825f9bd1b,Other
596,5970e5de-fbf3-4efd-b98f-a2eca5ad215b,Farm
597,597b8032-5fa5-4661-9f22-d51a5baada4c,Farm
598,59879cc6-4130-4ec1-88e2-c744e907afa6,Farm
599,599d94f0-3d6f-4fd8-923c-2974e3d650f4,Farm
600,59bd04c0-d8f5-4210-b0db-cd268aa9068d,Farm
601,59d95e25-3719-4f63-b5b3-d49c3d79b781,Other
602,5a10326d-be8c-4e51-a70a-4b27f006c51b,Field
603,5a1bc839-49b3-4721-824a-cc7516ca355f,Other
604,5a2040e3-d8c4-490e-b134-7585ec3bfb4b,Field
605,5a35d6e1-e87c-4c62-a414-76217138104b,Field
0,5a690a7a-8c02-468a-a3de-f76412afc30d,Farm
1,5a6c38b2-7b0d-4b38-96bd-38163e8fd68e,Farm
2,5a6fec89-f06b-41f7-a52a-e6c2240045e0,Farm
3,5a8a91be-4d4f-4646-a3ae-706c398b3c92,Field
4,5ad5fa2e-300a-4bd8-9f7e-af010d4e9c8b,Farm
5,5af6cdb7-fe02-446b-bd55-84b64097074d,Field
6,5afcd11b-7cf5-4604-b1e4-9bd51e8ecbc7,Other
7,5b01cbe4-f2d3-4d9f-8d99-d8d17d8f4dae,Farm
8,5b0e800e-14c4-4d50-b594-465d5e89dcaa,Field
9,5b20c23e-b4e4-4da6-a733-a69b99524683,Other
10,5b26a476-7436-4f8e-99ac-3385072ce9cc,Farm
11,5b329d99-d37b-4c53-9d72-78b040534fb9,Farm
12,5b3b45e2-9b98-41be-8ab9-b988404fabbf,Field
13,5b7774c3-5c8f-4939-8651-a25e45c205c5,Field
14,5b7c1e02-7e2d-4566-8835-c744aed1899f,Farm
15,5b83c535-70b5-4f78-b68a-4eafe0819d42,Farm
16,5b9e853a-b35d-4fd8-8b39-4cbeef772cf6,Farm
17,5ba840c7-05b7-4219-991e-fab6473f3512,Other
18,5bf71ece-5e5d-4a7e-be11-3ae017930266,Field
19,5c075266-51f4-4258-b4c1-f26836609172,Field
20,5c10594e-2e94-48a5-8588-f1326d3139fd,Farm
21,5c25b27e-f3e8-46d6-bf56-2cb156ee5569,Farm
22,5c311f6a-a238-49c1-88ae-c66db34ab18a,Farm
23,5c529f7f-9edb-421e-931a-8c62732c967e,Farm
24,5c57a559-9570-4301-88b2-f66155af3b1e,Other
25,5c8ff99e-9580-412e-a285-1969ded470e9,Field
26,5c992121-27c9-45e8-9ed5-b62145f9e154,Farm
27,5d1521e3-cd2b-46cf-b4fe-f1b4e8aa370f,Other
28,5d815613-7e16-48a6-a9c8-8ffaf3383d5d,Field
29,5e064920-bf8a-466d-8938-10dc851e1464,Field
30,5e2a7324-387b-4647-846d-c857c469e5e7,Field
31,5e2ef41c-dc3e-4f6f-8a49-260ebfe64bbc,Other
32,5e5b2dc5-e509-496e-a9f5-285d2d135695,Farm
33,5ec4cc53-a1ce-46b7-bc86-471df201ab88,Field
34,5ec759b6-2c20-4b53-a25d-f3c8cae14856,Tree
35,5efb9c94-fc5e-452f-a60e-47609c2bcbfb,Field
36,5f0ed848-9993-47fa-9668-c84701589d36,Farm
37,5f19131c-94b5-4415-b532-6ec69d5d4009,Farm
38,5f74c0cf-2662-4c5b-b3cc-1335987a5d0a,Farm
39,5f807d00-0c93-4f8a-abc0-a19d6421d843,Farm
40,5f99d1f1-aa2e-4504-b443-2e558310446f,Other
41,5fa77adb-f7cf-42e1-9061-e58afa03dfda,Field
42,602ce4d2-671c-4434-80d4-ebcdb2c05e5e,Other
43,604a21cf-3590-4923-b9b7-6b869ffc45d5,Field
44,6076e6b6-1048-4e7d-8404-fd11f1b728d5,Farm
45,60cd332a-f1b0-46c8-80c0-ebd5c8502630,Farm
46,60ef631a-9e1f-4e3d-9ee9-7afd306cc878,Farm
47,6101922d-01f0-4069-af03-b00e21f3fb55,Farm
48,611acc9f-9241-4d73-b22b-e3fce8c7ab6a,Farm
49,613bbf6b-ca98-40a4-8ccd-dbcf4cd381ba,Farm
50,616ec8b6-466a-4930-ac8d-61c0b5da4146,Field
51,618b1e05-88dd-4612-9bd3-e5d3fd94c985,Field
52,61a4d15c-ec44-4532-8583-70700e06fa43,Farm
53,61abdc51-f60b-4d45-8876-f835bc558afd,Field
54,61b42064-22b5-4533-b15d-7e41c647d8ea,Other
55,6201c7fd-6d86-4e2f-93e1-134e50d68805,Field
56,621ae05c-ffde-42e8-af53-057bd4f70522,Farm
57,623dd426-68f7-47b7-aa7f-20d1e0af96e8,Farm
58,624b7932-4769-4dbf-8700-fdf6e592d751,Field
59,6299b392-2637-49dd-8c65-3d7c2ed6a8a5,Farm
60,62ab8b3f-73cc-4beb-af83-9a18ae274e51,Farm
61,62ab99c9-0504-4442-aa66-89bf080184fb,Farm
62,62c977d1-3de4-4960-ac67-86532a201295,Field
63,63176b7b-dece-45b7-8a5a-3a76220c6fc7,Other
64,638a444e-08c4-4051-bda7-fcbadd251dc4,Field
65,6398fbaa-e800-431f-8a1a-4ab13b85c524,Tree
66,639b60d7-3953-403c-be23-f87ed3f4a53a,Field
67,63b14f1b-74c8-474f-aed5-43a23319ba15,Field
68,63d897a5-5597-4265-a3dc-2adb6618dd6e,Field
69,63ea0766-f340-456c-861f-b207de630e88,Field
70,643c1ca0-cd89-4bc6-a3e4-231010166dfa,Farm
71,64418850-d57e-49a8-931d-f49d9bd9a307,Farm
72,644490c6-c453-4515-85b8-9dbc344f610e,Farm
73,646c0f92-31d2-41e7-9017-5ac782ad37a2,Field
74,64b1b361-77ec-49c5-8364-cd1ddda9e1be,Field
75,64d97013-c917-40d9-a4a0-db346a0220cd,Field
76,6525583b-dc57-4558-9df1-f778aa170e70,Farm
77,65299e5b-ad60-4fed-99a7-da8f43359922,Other
78,652ffb9b-fd47-4e1d-9eab-7d5cce4e43e0,Tree
79,655bfb8f-14d8-4928-8ee9-bdfc3912c1ee,Tree
80,6566c804-95fd-4287-9098-3587a4610923,Farm
81,657007e0-187f-4bd2-a8fc-219715b0a2f0,Farm
82,657703d2-a2d9-49ed-9daa-d040860e9817,Farm
83,6584e715-74e9-4bd8-9e39-dfdc1adbf5bd,Field
84,659799e2-57e6-4632-b770-71233be6417b,Farm
85,65b0208b-7220-4a84-af94-4d31fed7944a,Field
86,65b3d322-d8eb-4aef-82b2-88b275a91898,Field
87,65efe46b-98a0-4c0b-98ff-53ede10e57c5,Field
88,66179567-c760-47dc-a354-d1d1f19c811b,Field
89,66272ef8-a96c-4f18-9a31-a315e989104a,Farm
90,66427056-c02f-4abb-ba6b-c7ae23e02b8b,Other
91,666f6695-5dc8-47a5-8aee-f45d00e7a4ce,Field
92,6674955e-a11a-40b2-b239-23e65ce7d8a5,Farm
93,66856763-7071-4ada-b537-ee616f1df17d,Field
94,66a9bd16-dbc4-41d2-86f4-3a86b19cdb78,Farm
95,66acf434-68b1-4d2e-890e-5e0b2ed42262,Farm
96,66ba259b-e511-49d7-bbaf-d9b2db50760b,Field
97,672e804b-ba17-4c9d-8e19-cadea8978208,Tree
98,6731a74f-11cc-4d7d-bdbe-68a7d1e36cb3,Tree
99,6769065c-e513-43f0-8bd2-6da5a473b036,Farm
100,677d67ae-17f8-4266-beee-aad0156488ea,Farm
101,67b11060-6da1-416b-bacf-3864c2295315,Tree
102,67b355dd-8d28-4cfc-91a1-3fb9073c95cc,Field
103,67ca565a-55c2-4b2c-9c96-3e9721906737,Field
104,67e368d1-f3be-4a54-8252-4ede7fd57418,Field
105,67f02f9e-ef3c-4b8f-abec-b851e04c1716,Field
106,67f74492-f5f3-4b26-b37a-49ca4d45a672,Farm
107,6841f8b9-4c15-43ec-8f57-de4977054c03,Field
108,68474217-4546-4ca2-adf7-778b34f075fe,Farm
109,689d6475-a140-4d77-ade8-40709f69faef,Field
110,68fd7d12-ac77-4d15-96c6-7b2269cb6f4a,Field
111,690e7d8c-9285-4d8b-821a-567fb94e113f,Field
112,6944f838-dd44-45f4-b7d2-b187975b6ae9,Farm
113,696456ea-6d79-4b42-9a6e-93df71e42051,Farm
114,6a0573a3-f5d3-4773-94b3-7ddb10ab6801,Farm
115,6a07035d-a455-41ba-aa0a-a77b34788d93,Other
116,6a26bc43-684c-4c33-a737-7b999021cd13,Other
117,6a2bb8ba-e782-4d52-99e2-76fe7ec4468a,Field
118,6a51d58e-41e2-43dc-8c74-ee6fe62c322f,Farm
119,6a6c118b-e807-456d-aa0d-f0a8b6858090,Farm
120,6a81c1c9-532b-4942-8fa1-617fd7416457,Tree
121,6a84c9d0-eaa0-4fd7-ab65-6bc2bd0f69d5,Field
122,6ae91ced-6e5d-47ae-a1ee-6b474b7f0924,Field
123,6aff85de-8d6b-4a9e-9350-21cb61416157,Tree
124,6b11bb7a-a6e0-40a9-b497-d1cfd5d2ab48,Field
125,6b2de58b-a857-4a5b-8872-c8601cf9c4bf,Field
126,6bc55b3b-324d-451d-9b96-a927c13a4815,Field
127,6bd8f7c5-8309-4053-af11-2c638eb1b1e9,Field
128,6bda2b10-c1f4-40f5-91bb-0f6db14430b3,Field
129,6c08f6ee-7fec-489c-9abe-89b9583a5ff3,Other
130,6c0bc618-700c-4e2a-a0f8-6403acaaf885,Farm
131,6c230cdc-d7ad-4c30-bfb9-02f77c6c89fa,Tree
132,6c501c19-ab92-436e-a944-7c1338b7aa6e,Field
133,6c822ae2-cadb-435d-a65f-d61fd2c55ecf,Field
134,6ce21cfa-ad79-4c5a-bae6-b8b4829b118c,Farm
135,6cee4e67-59be-4166-bc53-e7689fbd339c,Tree
136,6d2a4003-583a-46d2-9d16-8f5aeafdfa69,Farm
137,6d323e6d-2d8e-441b-9e17-a385d5871faf,Farm
138,6d3b7002-f43c-4887-9258-46d6201303fc,Farm
139,6d3c5b9c-bb02-42af-8d44-1e1b5c525001,Farm
140,6d428893-d029-49c4-af50-1a2158143321,Tree
141,6d8a6b05-ac0b-490e-b52a-59377aa4c315,Field
142,6d934ae3-69d6-42ea-9aaf-1a64705eb985,Field
143,6db0fd72-b47e-4717-90b7-574a7d285b99,Field
144,6dca5c96-e93c-462e-81ec-7ed9310bf9cc,Farm
145,6dcc5659-d01b-4db7-9e10-2398be49fb0c,Farm
146,6dcd4ba3-da6e-468b-b1ba-0eb6daa99d96,Field
147,6dd734bb-aa24-4370-b88a-b2444e6b37ea,Field
148,6ddda9c2-7094-499d-ae85-75a4e9538ed7,Field
149,6e18ad72-100d-4b14-a8ed-7c35d8c2e7aa,Field
150,6e78aee3-c6bf-49ee-92e2-3d9bbbd09107,Field
151,6e9248ec-ceff-41b2-86f2-a95ba6ce344d,Farm
152,6e96356c-68f1-4c22-9c5c-34b650d116a6,Farm
153,6ec6e4ba-9cd0-43ef-a01a-1b3cfbc9d2b6,Farm
154,6edaf723-8c74-4fc8-9953-afcf6a2b3f21,Tree
155,6ee8909f-c084-477c-a244-18a38d5e4ce8,Tree
156,6ef703d1-53ee-48cd-8d2f-856dcb5f586a,Farm
157,6f003ce0-7902-4964-b5cf-2db496aec664,Farm
158,6f0ce631-3b1b-4187-99f0-38c5f5b962ea,Field
159,6f21740c-7ded-467f-ae46-9b8cc0f5077c,Field
160,6f42fb36-2f26-49c4-9cf1-2668c7b8cadb,Field
161,6f55bf73-2df2-423e-bb26-82b5bf7c5258,Field
162,6f66c2bf-7e32-4ca4-a073-f501e388ade4,Field
163,6f708b3a-eb0e-4fed-9d9d-f105090bf070,Farm
164,6f8615d5-14b9-48ef-838b-068ceea1f339,Other
165,6f9900dc-9a2b-4aca-b14d-262e344c3fc8,Field
166,6fafd9fb-055b-40e3-8585-00bd080a2557,Farm
167,6fd45944-1cc0-4bed-b3d8-8df3a786428f,Farm
168,6ff67211-6e84-44e5-96b3-71d50ae27a73,Field
169,7038eeb3-c001-477b-a80f-169b86eb01bb,Other
170,705a0760-4609-41ab-a9e7-c7df22e3367d,Farm
171,706f46ee-82d5-46ee-aa70-b9824413b6ac,Farm
172,7085dfd8-b0de-4164-8432-bd306e183b8e,Field
173,70bcb477-9d6f-4c3d-b3fa-df43a166f77c,Field
174,70c869a6-3641-456f-958e-d53ab22ecb01,Field
175,70e8ad0f-62a6-4c32-87de-9acf3945fec0,Farm
176,70f76ac6-1941-4bee-ba2f-0b1803d19428,Farm
177,712fcf59-b22d-4088-9e49-830b09905d5a,Field
178,7135c18c-98f0-4064-8421-2b255f443150,Tree
179,715f1680-376e-4d23-915a-1a389a3c9a75,Farm
180,71680f5c-0f6c-4490-805e-2af25404e692,Farm
181,71717413-7c42-4a14-ae53-42a3e8830c61,Farm
182,717502fd-6659-4544-80fd-f70e316e7329,Farm
183,718d9c63-4a86-410d-a669-07d89119a015,Farm
184,7199faa9-2e9b-4d8c-a19f-ab3e1933fc1e,Other
185,71b87e4e-a434-48fe-928d-f77f017b9ec7,Tree
186,71c11239-4e37-49df-a335-af709fb47212,Farm
187,7216e5c0-3c80-4190-be77-d47c7761f56e,Tree
188,721b73a0-0d71-4f32-8859-1796c8c1378f,Farm
189,725493e6-c171-4213-a142-f0ce4ecda28d,Field
190,7260f705-03ea-4271-b3c1-b4b16a26739c,Farm
191,7279b5b8-431b-4cbc-a1b8-b0deb51bbea0,Tree
192,727fcd8f-2cc6-4949-aa7d-4a64492698b3,Farm
193,729a86e6-b0d9-4550-9eef-91a35e3ef6e5,Field
194,72be509d-84f5-46d8-8bf1-20e9060bce42,Tree
195,72c8180e-02ed-4582-95e0-fc81eda8c97f,Farm
196,72d6c294-b301-4cc4-8288-794d754d8553,Field
197,72fa9fb1-f13d-4115-b5c6-42a0fd32ad83,Tree
198,731c4dcb-44dd-4617-8ab7-7e3e9c02fbda,Farm
199,73231e11-ebf5-4e11-a3c3-de71d092d9c9,Farm
200,7326402d-ee25-42ef-9fa4-3c6d2fb8f5e8,Field
201,7331c592-9c54-4d5d-b5d7-71ce184c185c,Field
202,7332b3b3-69e7-46a7-9493-eb2525f3b35d,Field
203,73385177-3abe-4071-8c96-bd54680d1aa1,Farm
204,7339d67d-305a-49ac-871d-3e25f9d8acef,Field
205,734c1979-1ab3-4612-ae61-335cb00f257b,Farm
206,734cf2a9-6caf-4f44-ba7d-60cc94906e66,Farm
207,7354c722-7c87-4b1d-8fa7-96a49fa2378f,Other
208,737b4399-7c35-43df-86fe-2a0cd0eaea8e,Field
209,7384e827-59f4-4f4f-a371-27c50e9a486a,Farm
210,739a3af8-4470-4bee-9cff-27b6ab0ee7ce,Farm
211,73a7cb8c-b083-4c9e-ae37-4d38e4a72849,Tree
212,73c7b1f2-74f5-4a72-b5ea-120fccaaf3d2,Farm
213,73e7876f-b3a6-496c-92c5-d28c6f0195b2,Farm
214,73e88ed5-1e37-41ca-972a-085bbf279911,Farm
215,7403e1f8-28aa-4c0f-bf67-5f24aa2db325,Farm
216,7440392b-949f-4e3e-bdad-92f9bd71ed59,Farm
217,745992d5-6c4e-4bd2-b37a-3b63fb71520e,Other
218,745d936e-e5e2-4748-a569-bb10ba7cecfc,Field
219,74bcff9c-2598-4498-a1e6-a00286319e83,Farm
220,74ef44a4-86d0-46df-a728-92af9cebb8b5,Farm
221,7514538d-f5b9-4673-8c16-620f13107ffd,Tree
222,755e4c5a-9ba3-42d7-8d66-d6a3d976b3aa,Farm
223,756c47fd-fc0b-42e5-a343-b25f2877ec8f,Farm
224,759c5044-b220-492a-8321-88bc22ca89da,Farm
225,75bac0df-01d5-4e9b-9e38-df3e50a39585,Farm
226,75dbf4ff-048d-4e98-8f41-6e54c3c92022,Other
227,75e53739-5725-4e08-8076-5c9b0cb70034,Farm
228,7611d62f-ac5f-4b25-b4d7-ce819e07af00,Farm
229,764ab5b7-6e7e-4e66-8c53-eeebce837278,Farm
230,764f86c5-43fe-445b-a098-339599342c26,Field
231,7680d37a-23d2-408e-b699-67083cd137bb,Other
232,770eab39-5202-4610-9754-e5889f900f66,Farm
233,77446cb5-7b85-4f0c-8d5b-f81ee8d8f31d,Field
234,775be3d4-88af-4555-b9d1-84b3aadccd98,Field
235,77887cd6-547c-4401-89cf-ed409a53cfcb,Other
236,7798acd7-557a-4981-a02f-5b010072450d,Field
237,77b1353b-dba3-4acd-b620-d49a1e3d6221,Farm
238,78368a26-d4f8-457d-8fb3-8a947c7e78ae,Tree
239,7840c285-ef56-4f0c-b9a2-39238c51dccf,Field
240,789ac6b2-8738-467c-ab95-54256e6e64a8,Field
241,78ddb39b-85e7-477a-9eaa-c2c668f3262e,Farm
242,78f371af-5d88-4309-a862-6b25eb2d87e5,Field
243,78f93e30-e5c5-44bd-b2a4-73d1ee983455,Farm
244,79079221-7c85-4338-8257-bb58183db356,Field
245,7918df7b-9e67-405e-a07b-2f12f8fe0c06,Farm
246,7946c515-3cda-4285-a80d-a564bfd3184d,Field
247,796ba658-c2d5-4158-9dda-e7ce72caa1c2,Field
248,79c52578-4df7-431b-b98d-62fb4eca95f0,Field
249,79fdf340-c242-40ab-9c9b-ed6aff3a69e3,Other
250,79ff16b9-f65e-4b3a-8f0e-d8b030c39b6b,Field
251,7a0c922f-ac5b-47f0-b3c2-dbbb2255145f,Field
252,7a1786a5-e244-4087-b175-0d961e0420de,Other
253,7a26e5c0-93b0-4151-a6f8-35357fc33093,Farm
254,7a4d79e7-76e2-4bb2-9d74-4877b2011225,Farm
255,7a5ff5b0-eca0-4078-871a-4ece029667a8,Farm
256,7a6b854d-f076-40f9-b0d5-b3f69b609dbe,Farm
257,7ab1bc07-5087-46c1-8029-f5376528e93a,Farm
258,7ac943f7-3dd8-468c-90b8-c0b16f3b29fb,Farm
259,7ad3876f-25b2-4d6e-b09e-221775f2d463,Field
260,7b154cfa-2b76-44ab-8e29-1456d4c951af,Farm
261,7b3a9ca0-3c71-4626-8452-d77d91c4a6be,Field
262,7b3e6425-5777-4e2b-95d8-061580104de6,Field
263,7b429a01-ca15-47b7-9d7a-ce82741670fe,Field
264,7b80da9f-4116-4503-8276-d6b01e4c74c1,Field
265,7bb0f5b1-d9a0-43ba-ab58-a9f2377118d7,Farm
266,7bbe027b-2ed6-4fa6-89b8-89d3ca5a9fb5,Farm
267,7bc5408a-893a-465d-92a0-1d1cea4d1a5b,Farm
268,7bde563e-cae0-4354-b545-074adf282319,Field
269,7be41eda-2aa4-4588-9369-26268394d774,Farm
270,7c0b1cf8-5d6b-4e64-802f-2d3781c34313,Field
271,7c1e2288-dae2-462c-b67d-c1d359f26f6c,Farm
272,7c2299a0-c2a8-4b2f-bdae-2e4e06ec1bfc,Other
273,7ca49e2e-1864-4aaf-8780-7d60a97e0a86,Farm
274,7ca7af38-c320-4c56-953d-27a656ff2339,Other
275,7cb27997-f0d5-40e7-a8f0-e41706337b0b,Farm
276,7cbb5d68-faf0-4f7d-af14-a21b3f589142,Farm
277,7cc1ba20-a335-4214-932f-405a4aa3ccc7,Farm
278,7d2a352d-a514-4f6f-b1c4-ee2738ff58ae,Field
279,7d37a9c8-52f7-4047-a5a7-4a56e4e6fb43,Farm
280,7d41a178-fa1d-4b09-974d-2ed7d94c87f3,Farm
281,7da5d79f-3094-4058-8cf4-6a4775329c0c,Other
282,7ddb4abf-1565-4143-ac8c-fd12226764c8,Farm
283,7e258865-d371-4fb2-8d82-cf68d01d25c6,Farm
284,7e4a8c7c-8aa1-4a59-ad69-5d4944449415,Farm
285,7e64f256-2c4d-4e50-8fbc-d2a90d9f60eb,Field
286,7e73799e-3fec-4201-996d-6f5a05d10380,Field
287,7e8f07d1-c64a-41a7-8e61-d9f2703f5cb4,Farm
288,7ecbf466-364e-4b9f-a836-0e4b8ae9a89c,Other
289,7edde70b-8fa8-4201-b374-2961031fd6f5,Other
290,7efe8178-e0f1-42ca-9aa6-6862ca6dfd7f,Field
291,7f2eebcf-3910-433b-a4c9-915952dd1658,Farm
292,7f721051-5d46-4979-b67a-6f56d23c6246,Tree
293,7f7aa6c8-96e0-4d4c-84e9-39ed84e8d7c4,Tree
294,7fe07819-780c-450a-8c92-0941d07d43f9,Field
295,80076d9a-7660-4c3f-900a-5c25e5be7c3b,Farm
296,805b4d48-5f41-472a-8a0f-a4a6b923398a,Farm
297,80cfd988-2dc2-4a89-a142-e9dfc36195ee,Farm
298,80cfef61-b0a4-44f1-8a2b-3ece9eb992dd,Field
299,80dc0c03-fa55-4cf9-ae86-17c3f0321785,Farm
300,80e59f16-0720-4c12-adfb-590720b7a637,Field
301,80ef710a-da27-4b37-8741-ba0c7fd7705c,Field
302,8100118d-bb7a-4b29-aa1b-45b096da20ad,Farm
303,811fb5cb-8bde-4290-87a8-6e8cd439fd54,Field
304,8133800a-cec5-488c-84f1-a9c260eec004,Farm
305,81477dca-c42b-4b3b-b265-3d5e22b306a6,Other
306,816fbee3-c748-41c8-8431-bafd52d6afda,Farm
307,81765ced-343b-49a1-a26b-0de942cf3732,Farm
308,8178dce8-1942-4f5c-8f71-e31a365497ae,Field
309,81c8f4c4-b2fa-4e70-bc4d-220a3def003c,Field
310,81df5f53-e9e3-4c77-bea7-03cb99cd8340,Farm
311,8234eeea-c8c6-4002-92ef-62b99df3721d,Field
312,8245f0e8-7b2b-4b2c-b300-b8d9066d35eb,Farm
313,8246e318-eaf0-4a8b-9bb5-a18f7192bad2,Field
314,826a12d5-6036-499b-85dd-223e5bd1a44a,Field
315,82990a00-7e0f-4e7f-a522-2a973ed3cd56,Field
316,82b2b597-0c77-47aa-a96f-e84b017d1046,Field
317,82cca021-ce98-4dce-9e4e-6d759b06ba34,Other
318,82ed7129-07a6-42fc-b065-968b9ec30bbd,Farm
319,82f4f00c-317c-494b-9aad-0b530096d0c1,Field
320,8326b3bb-2f68-4cc6-9627-46e46bda4694,Farm
321,8332fd89-bb7a-4498-8ad7-72be4f8cbdad,Field
322,8334d2d7-1d70-4c45-b8ed-144f1b904a92,Farm
323,83350319-0ca3-4c5e-b83b-738b4001d261,Farm
324,83363013-0e44-4a28-96a8-77fa2cbc14eb,Farm
325,837fcb54-1380-4d62-8c5d-670af353f9ef,Field
326,83a466c0-01cd-41e5-a73a-95dc0920582c,Farm
327,83d2d122-da6e-4631-b3d7-efdf04fc0139,Farm
328,83ed4fe8-aa8b-4dd5-b68d-46ee7dfdc6f7,Tree
329,83f26b30-226b-42be-981e-100516b05eec,Field
330,83fbb087-6018-4969-b122-7480e7a7b1d9,Field
331,840fe8a6-3a0d-49f8-b00f-3d7b97ad7555,Field
332,841f2212-692b-43e6-9365-1a0371a4d4f5,Other
333,8431fa97-4e41-4b54-b8cc-b5ef81d2e040,Field
334,84348626-e59f-403e-b19e-6617d6a824d7,Tree
335,845961f7-b6d8-4d8a-b45b-57b0d843d7cb,Field
336,8495e0bc-24ef-48c3-8506-09c7a86e9ccd,Field
337,84a40a91-3657-4441-81a1-275a53ea178b,Farm
338,84bbcd6d-b063-477d-add1-269ea0cc56f9,Other
339,84ca2784-e8c2-4f5e-9c86-8d52cc2e5707,Field
340,852f1bf7-97f0-4f74-9700-1b9d8de6901a,Field
341,855a4702-da21-4d27-ba56-a363f5026e0a,Field
342,855e2206-4a01-4da1-99f4-7f928521c1f9,Farm
343,85860e6b-cdac-4113-a9d5-25f6432b3f74,Farm
344,85a15300-c98f-4d38-80a2-ac71fe60d56a,Farm
345,860dc29b-9a44-4eda-960a-702bedef8b4a,Farm
346,862da14e-877f-4ba3-8fe3-2db1a0e9ce02,Tree
347,869d8784-eeb6-4e87-9c2a-f4a19dd18985,Field
348,87335352-79b5-4c5a-8e71-2a6ece855bbc,Other
349,8734ded6-6d75-41ac-847a-c7185100086c,Farm
350,8745b7c6-ed30-475d-82b2-a2027d7cb602,Farm
351,874e6f52-727f-4283-b7ea-a7800355be16,Field
352,87a2245a-256e-4804-9eea-23bdbc740576,Farm
353,8875cc28-ab21-4ca8-b836-0fc32738d646,Field
354,88a205aa-d4a9-4c0e-8ec5-c6677959c1b1,Field
355,88a7e41d-3c2a-4a6f-959b-041eb2f56f8c,Field
356,88bb0ec1-6365-47e3-b272-f293e5587e72,Farm
357,88cc433a-68f9-454f-beab-11a4589e368e,Farm
358,88d9e2d5-64ae-4a68-b247-1dc2d71b725f,Field
359,88e4b6f8-cfb4-4125-8390-cd849d629d04,Farm
360,89169116-f3d6-44c0-b8ec-2acf686b9ca1,Other
361,89238e48-8579-4788-8aad-d87ec3b978bf,Field
362,89412465-c308-40b5-b201-3dad738a059b,Field
363,896d94e6-5c8b-4191-9376-c7c0e2851ec3,Farm
364,89b4bfea-8c67-4167-ba09-2503589a33f3,Field
365,89e78eb9-bd2d-47e2-9997-9ee93da412f5,Farm
366,89fed16f-22bc-4290-8df2-56b809d5e158,Other
367,8a173b7a-fe6b-48f3-a13b-4529d5e6d4ca,Field
368,8a3352ca-7609-4f9e-a8bf-7084caa0588d,Field
369,8a3e295b-d32d-4f74-bfa8-6cf6a37bded7,Field
370,8a533c68-97ad-4ad9-bc55-ddf6aaf26299,Farm
371,8a633917-a9c6-4727-997f-4e75ce01ece4,Tree
372,8aac9b16-de69-4e45-8049-64440d9a977a,Farm
373,8ad4a10e-fda2-442c-802c-6da516c502f3,Farm
374,8ad994cd-60ce-42fc-acc3-cedd67c6efe1,Other
375,8b0492de-ed10-4f9c-840e-b0cce34f54db,Field
376,8b50c72c-4d48-4b46-914f-b7ad102d66a6,Farm
377,8b537621-5603-4fb1-9c06-839ad9844bc4,Farm
378,8b8880d3-4074-40aa-9eb2-a24acf5a4062,Farm
379,8b888f2b-0d88-410d-a32c-a45642bab699,Field
380,8ba10d23-c82f-41d9-8c7c-172563c2ba0c,Field
381,8bd13179-d4ca-4a4e-bbed-e69bff505268,Farm
382,8bde2d8b-f502-419a-a01f-d0d252cf2002,Farm
383,8beb2355-5ad8-4996-aa1c-cb6e9616573f,Farm
384,8bfbf9ab-350e-4edf-b9e4-2d776ff3d568,Field
385,8c430565-2b2b-4cc4-ad6f-6b932f14a06c,Field
386,8c4957b4-954b-464c-8447-0073f0e83e3f,Field
387,8c9915eb-0cae-4775-be1d-6ceb0194be88,Farm
388,8ce86b7f-c83f-4ead-aac8-7d284e4e3319,Farm
389,8ceb9781-1471-43ed-92ac-f614016820fc,Other
390,8cfcbe6e-a454-4899-95d5-4bd9ae23ee7a,Farm
391,8cfe7a1b-fe92-48ee-8419-3b8bb5c0700a,Tree
392,8d1c2afb-f617-4339-b522-cddefa9248b9,Other
393,8d36c65b-6c4a-4a5d-8cd4-0da529a0b92a,Farm
394,8d57716f-2fff-48b3-9605-0346580e63ac,Tree
395,8d741906-73d5-4fb8-b2ae-724eac049c33,Farm
396,8da7fa40-8fcc-4c86-8d7e-511c5cb3996e,Farm
397,8e08147e-6557-41ee-a697-a0ca720c2dc9,Field
398,8e7e0372-11f4-4be2-8a67-6f313c4d2982,Farm
399,8e92a12e-e0df-4f36-baf4-0b4cb09d1160,Field
400,8ea63867-a75b-4f47-88eb-94392ac5fbf0,Field
401,8ed0be81-a09d-43dd-b05f-943fafd3d003,Farm
402,8f24776c-89f3-4382-a952-dc76a986b695,Field
403,8f61d9f8-12e3-4ca8-bab2-c19967d1a655,Farm
404,8fa7b867-1803-4b8f-9918-5cedbef687d5,Farm
405,8fb86bda-75c6-4953-a7ad-66afa512c14f,Farm
406,901e7a2a-10f5-40a9-b164-f3aab718881b,Farm
407,9021f157-ab97-442e-93de-bfee3600723c,Farm
408,904c1cce-3cbe-47c6-a910-3250b7925bfc,Farm
409,90aae54a-bdd6-40b2-998e-ce9a769b0d5d,Field
410,90b5a846-a8a9-4a98-a21d-936ecd8e29e1,Field
